baseline,bootstrap_seeds,campaign_id,campaign_profile,candidate,comparison,concurrent_pairs,effect_metric,evidence_label,holm_adjusted_p,holm_family,holm_family_size,interaction_definition,items_per_arc,mean_reduction_pct,median_difference_ci95_ms,median_difference_ms,median_reduction_ci95_pct,median_reduction_pct,paired_trials,participants,rank_biserial_ci95,rank_biserial_effect,raw_paired_differences_ms,route,trial_ids,wilcoxon_signed_rank_p
phase-coalesced-itemwise,"{'median_reduction': 15545140334309973358, 'median_difference': 16831405788436039878, 'rank_biserial': 6997105724856226659}",preswap-sg-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,1,critical-pair-wall,sg_load,1.0,load-anchor:descriptive,0,,15,-1.0317035262594927,"[-63.3919295, 26.7846295]",-26.2409785,"[-3.5377116160460966, 1.4596272004559059]",-1.43157609811144,20,8,"[-0.7142857142857143, 0.24761904761904763]",-0.26666666666666666,"[-48.604869, 37.951965, -8.159588, -161.669677, -98.247703, 23.56827, -79.431915, 59.498176, -34.531655, -69.381663, -69.27826, -57.505599, 16.895085, -29.651336, -22.830621, -85.446466, 70.269127, 30.000989, 68.198695, 117.806976]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.3117942810058594
phase-coalesced-batch-verification,"{'median_reduction': 15079668623740864246, 'median_difference': 1775327491287789513, 'rank_biserial': 10117141067869578343}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,1,critical-pair-wall,sg_load,1.0,load-anchor:descriptive,0,,15,0.5656249783722191,"[-38.209381, 53.3623305]",3.1640265,"[-2.157501360360495, 2.9543208523129643]",0.1689163091743247,20,8,"[-0.3904761904761905, 0.6]",0.12380952380952381,"[-98.891491, 51.679271, 9.391911, 5.637067, -60.647519, -38.091774, 58.615714, 0.690986, -35.586321, 182.338319, -0.847556, -82.898295, -38.52915, 98.282793, 36.198531, 135.819314, 55.04539, 102.779599, -38.326988, -112.351454]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.6476554870605469
additive_session_and_verification_main_effects,"{'median_reduction': 13881465625443620249, 'median_difference': 17000368088672534611, 'rank_biserial': 16570824394136148168}",preswap-sg-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,1,critical-pair-wall-interaction,sg_load,1.0,load-anchor:descriptive,0,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,0.07522929809155497,"[-30.854796, 32.1219945]",3.2674260000000004,"[-1.7359572807213581, 1.8483802429104914]",0.18669698768964085,20,8,"[-0.4380952380952381, 0.5619047619047619]",0.06666666666666667,"[-118.492813, -51.508766, -112.786162, 5.510824, 46.065341, -29.108905, 66.741885, -0.148622, -32.600687, 150.193931, 27.226687, 37.017302, 40.600545, 8.062073, -1.614315, 140.146752, 14.516193, 1.024028, -43.462436, -136.80347]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.8123550415039062
reference-itemwise,"{'median_reduction': 3556723770601141311, 'median_difference': 15597215708653207532, 'rank_biserial': 5105749422961030483}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,64,stage-wall,sg_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,39.737371321528954,"[5931.188275500001, 6237.144408]",6050.862583,"[39.171731915661894, 40.472940606944974]",39.75473121795943,20,8,"[1.0, 1.0]",1.0,"[5926.303844, 5781.397269, 6219.199573, 6192.209629, 6255.089243, 6056.269356, 6456.536524, 5972.560997, 6385.552704, 5644.307468, 5622.136495, 6118.931877, 5975.81809, 5541.494133, 5936.072707, 6389.047845, 5664.888146, 6045.45581, 6331.194909, 6298.046012]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 1688326665218777152, 'median_difference': 7360109145051649195, 'rank_biserial': 8848591518578323510}",preswap-sg-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,64,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,39.30865893838941,"[5875.377464, 6154.0668335]",6048.452347,"[38.932435620123016, 40.00759239098066]",39.72012560429367,20,8,"[1.0, 1.0]",1.0,"[5901.753726, 5660.741664, 6161.355737, 6138.294796, 6169.525591, 6098.090479, 6310.105384, 5849.001202, 6324.489493, 5606.986366, 5546.150012, 6064.093364, 5963.51915, 5469.64005, 6032.81133, 6290.58981, 5548.594126, 6000.106123, 6146.77793, 6226.79593]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 3132568929038091021, 'median_difference': 12632443581710438635, 'rank_biserial': 7667208108457556}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,64,stage-wall,sg_load,1.0,high-load:exploratory,60,,15,0.14585923258666833,"[-23.8178945, 58.346517]",18.736612,"[-0.2589038525668379, 0.6323979980503576]",0.2032370379009204,20,8,"[-0.24761904761904763, 0.7047619047619048]",0.2761904761904762,"[-6.748099, 80.097872, 71.800428, -53.034599, 29.687916, -40.818122, 83.450521, -45.46543, -25.048503, 61.455816, 58.959032, -80.338369, 101.020514, 45.240075, -77.702218, 36.559226, 57.734002, 7.785308, -10.633764, -22.587286]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.2942523956298828
reference-itemwise,"{'median_reduction': 9826133260894440522, 'median_difference': 6659387348750847979, 'rank_biserial': 5329975329676614076}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,64,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,39.39969761540563,"[5847.974324000001, 6167.6788365]",6032.581894,"[38.75912640291558, 40.10391311999594]",39.4652506003486,20,8,"[1.0, 1.0]",1.0,"[5895.005627, 5740.839536, 6233.156165, 6085.260197, 6199.213507, 6057.272357, 6393.555905, 5803.535772, 6299.44099, 5668.442182, 5605.109044, 5983.754995, 6064.539664, 5514.880125, 5955.109112, 6327.149036, 5606.328128, 6007.891431, 6136.144166, 6204.208644]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 13922020772997858245, 'median_difference': 14823078363969951795, 'rank_biserial': 4682001715555749320}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,64,stage-wall,sg_load,0.0023250579833984375,high-load:H1-aggregate-within-shared,12,,15,0.5584924881632811,"[21.8207295, 74.5461665]",48.2167345,"[0.2382303112571343, 0.8071344354212546]",0.5241060409752442,20,8,"[0.37142857142857144, 0.9714285714285714]",0.7428571428571429,"[31.298217, 40.557733, -13.956592, 106.949432, 55.875736, -1.003001, 62.980619, 169.025225, 86.111714, -24.134714, 17.027451, 135.176882, -88.721574, 26.614008, -19.036405, 61.898809, 58.560018, 37.564379, 195.050743, 93.837368]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.0023250579833984375
phase-coalesced-itemwise,"{'median_reduction': 10444490381719811511, 'median_difference': 2388533566079721815, 'rank_biserial': 4622517843356306904}",preswap-sg-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,64,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,1.1236702242142766,"[63.6246115, 144.711557]",83.441103,"[0.6913256199413276, 1.5627104378439465]",0.9085178584996092,20,8,"[1.0, 1.0]",1.0,"[28.803664, 136.254626, 154.21463, 153.168488, 52.664764, 184.680446, 254.970198, 48.444071, 177.743532, 70.00179, 201.348537, 83.303724, 83.578482, 66.502815, 12.011217, 80.582054, 94.594815, 124.933877, 7.628808, 60.746408]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-batch-verification,"{'median_reduction': 6013349299832638810, 'median_difference': 500458170725707410, 'rank_biserial': 2826456922912580892}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,64,stage-wall,sg_load,0.7646713256835938,high-load:H2-envelope-beyond-phase-coalescing,12,,15,-0.4274295536466979,"[-97.8122245, 7.927471000000001]",-30.5729495,"[-1.0750647560013902, 0.08672729299478403]",-0.33531599700865994,20,8,"[-0.8571428571428571, 0.0]",-0.47619047619047616,"[-4.253546, -15.599021, -96.370794, -99.253655, 32.898888, -226.501569, -108.539058, 75.115724, -116.680321, -32.680688, -125.362054, -28.465211, -71.279542, 5.351268, -108.74984, 17.875981, 21.699205, -79.58419, 176.788171, 10.503674]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.06372261047363281
additive_session_and_verification_main_effects,"{'median_reduction': 3946345004889417917, 'median_difference': 6018288012724690840, 'rank_biserial': 7727734542575690508}",preswap-sg-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,64,stage-wall-interaction,sg_load,0.8797683715820312,high-load:exploratory,60,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,-0.5638523951326566,"[-94.9166985, -8.094346]",-43.053931500000004,"[-1.0265143866479334, -0.08831334497515891]",-0.4667072002598024,20,8,"[-0.9047619047619048, -0.06666666666666667]",-0.5238095238095238,"[2.494553, -95.696893, -168.171222, -46.219056, 3.210972, -185.683447, -191.989579, 120.581154, -91.631818, -94.136504, -184.321086, 51.873158, -172.300056, -39.888807, -31.047622, -18.683245, -36.034797, -87.369498, 187.421935, 33.09096]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.039989471435546875
reference-itemwise,"{'median_reduction': 521802321559854368, 'median_difference': 6933639086867996099, 'rank_biserial': 783927123180590668}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,128,stage-wall,sg_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,41.76322868648064,"[11816.994899000001, 12208.874246]",11988.5635215,"[41.29069039127086, 42.14617501906054]",41.7553795145721,20,8,"[1.0, 1.0]",1.0,"[11645.535562, 12505.055833, 11914.837283, 12007.918293, 11676.353283, 11779.616102, 12093.481404, 12407.517476, 12369.631281, 12097.193961, 12422.301451, 11969.20875, 11721.898523, 12320.554531, 12380.064498, 11721.683704, 11695.057807, 11862.051914, 11854.373696, 12096.313826]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 15761635516263582458, 'median_difference': 1152266399640414617, 'rank_biserial': 17631023912366051344}",preswap-sg-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,128,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,41.060288586103226,"[11610.50575, 12010.7081505]",11802.18776,"[40.60642590747675, 41.37977675136478]",41.04654470206816,20,8,"[1.0, 1.0]",1.0,"[11407.897404, 12225.010314, 11812.143993, 11810.686977, 11421.506359, 11545.017225, 11925.612709, 12224.763403, 12227.34327, 11793.688543, 12333.23827, 11754.773929, 11623.781334, 12200.006889, 12091.061281, 11470.391526, 11424.515237, 11676.841262, 11597.230166, 11930.35502]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 8532552122975979515, 'median_difference': 15588540406601382465, 'rank_biserial': 4858767734796224575}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,128,stage-wall,sg_load,1.0,high-load:exploratory,60,,15,0.008564923064390106,"[-36.79038, 50.5936305]",1.4267905,"[-0.21671457493497523, 0.29837476945318964]",0.008572129437918886,20,8,"[-0.4857142857142857, 0.5238095238095238]",0.009523809523809525,"[31.163283, 101.324936, -24.939153, 10.918637, 72.988104, -8.065056, 34.9754, 66.211861, -107.483612, 27.511618, -125.547594, 98.382599, -43.335879, -36.522975, 78.004921, -37.057785, -76.039215, -91.739543, 91.520074, -30.08514]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9854354858398438
reference-itemwise,"{'median_reduction': 12982448087764158449, 'median_difference': 274306304164332863, 'rank_biserial': 16116786898334220645}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,128,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,41.065774654929484,"[11582.773587, 12040.223883499999]",11821.4028875,"[40.53019373620775, 41.526679457408974]",41.11335576590092,20,8,"[1.0, 1.0]",1.0,"[11439.060687, 12326.33525, 11787.20484, 11821.605614, 11494.494463, 11536.952169, 11960.588109, 12290.975264, 12119.859658, 11821.200161, 12207.690676, 11853.156528, 11580.445455, 12163.483914, 12169.066202, 11433.333741, 11348.476022, 11585.101719, 11688.75024, 11900.26988]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 16716815115841969060, 'median_difference': 12752707584117748314, 'rank_biserial': 7896677918496101317}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,128,stage-wall,sg_load,2.288818359375e-05,high-load:H1-aggregate-within-shared,12,,15,1.1813882733259145,"[161.3470365, 228.637354]",191.1783125,"[0.9497321797879585, 1.3461840150657787]",1.1269891148204074,20,8,"[1.0, 1.0]",1.0,"[206.474875, 178.720583, 127.632443, 186.312679, 181.85882, 242.663933, 132.893295, 116.542212, 249.771623, 275.9938, 214.610775, 116.052222, 141.453068, 157.070617, 210.998296, 288.349963, 346.581785, 276.950195, 165.623456, 196.043946]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 16966403138162496252, 'median_difference': 2954806806344468622, 'rank_biserial': 10083130408959950653}",preswap-sg-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,128,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,1.003752410293132,"[132.71087550000001, 202.4975675]",178.589776,"[0.784006458431759, 1.1918519928276035]",1.0495606624087852,20,8,"[1.0, 1.0]",1.0,"[197.479197, 311.017497, 116.504022, 58.708589, 193.456952, 195.032965, 163.96873, 172.387655, 46.691657, 207.515938, 63.228412, 148.917729, 152.252646, 213.600991, 352.696521, 98.07112, 218.686987, 56.927807, 184.791897, 259.020346]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-batch-verification,"{'median_reduction': 10653302886486813880, 'median_difference': 748131606549217197, 'rank_biserial': 15200428941315844614}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,128,stage-wall,sg_load,0.8343658447265625,high-load:H2-envelope-beyond-phase-coalescing,12,,15,0.18743549422577224,"[-4.9553835, 68.9343625]",39.8624365,"[-0.029473421577628205, 0.4094645052937099]",0.23699564924437672,20,8,"[-0.01904761904761905, 0.8380952380952381]",0.45714285714285713,"[40.158961, -30.971978, -13.810732, 138.522727, 61.389972, 39.565912, 3.899965, 10.366418, 95.596354, 95.98948, 25.834769, 65.517092, -54.135457, -93.053349, -63.693304, 153.221058, 51.855583, 128.282845, 72.351633, -93.06154]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.0758514404296875
additive_session_and_verification_main_effects,"{'median_reduction': 10632918806297263795, 'median_difference': 4995454019996031036, 'rank_biserial': 11155482782128694271}",preswap-sg-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,128,stage-wall-interaction,sg_load,1.0,high-load:exploratory,60,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,0.17826736731398224,"[-31.970471, 98.040976]",-0.9019500000000003,"[-0.1887235903474433, 0.5773184084484589]",-0.005535571458108495,20,8,"[-0.34285714285714286, 0.638095238095238]",0.19047619047619047,"[8.995678, -132.296914, 11.128421, 127.60409, -11.598132, 47.630968, -31.075435, -55.845443, 203.079966, 68.477862, 151.382363, -32.865507, -10.799578, -56.530374, -141.698225, 190.278843, 127.894798, 220.022388, -19.168441, -62.9764]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.47490501403808594
reference-itemwise,"{'median_reduction': 8189805874535600550, 'median_difference': 2964700171588249268, 'rank_biserial': 10235550245532614645}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,1024,stage-wall,sg_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,43.40833625339248,"[96478.29123999999, 97674.70998099999]",97076.010893,"[43.26179306127129, 43.57781527140399]",43.44434978549678,20,8,"[1.0, 1.0]",1.0,"[95762.796376, 97344.443608, 98003.898539, 97848.214518, 95636.492034, 96539.192238, 96757.325463, 97179.632168, 96363.872202, 97916.19056, 98133.467766, 98799.370909, 96417.390242, 96300.944666, 97501.205444, 95784.313066, 97059.964911, 97092.056875, 97908.067764, 96916.975937]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 13816654952661105530, 'median_difference': 1198706587569350904, 'rank_biserial': 8156430212934403642}",preswap-sg-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,1024,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,42.70251342459408,"[94965.727228, 96000.54248050001]",95617.600707,"[42.57562018762445, 42.82225558486971]",42.757991035457984,20,8,"[1.0, 1.0]",1.0,"[93873.934971, 95817.950829, 96039.228691, 95593.281329, 94474.202986, 94609.622658, 95167.783714, 95709.156074, 94772.660109, 95976.597575, 96441.766824, 97454.533162, 94792.207586, 95139.24687, 95641.920085, 94288.772957, 96026.592124, 95436.647994, 96416.013011, 96024.487386]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 12280885536302638732, 'median_difference': 1902180982935619412, 'rank_biserial': 6613584924164685897}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,1024,stage-wall,sg_load,1.0,high-load:exploratory,60,,15,-0.09029345675665788,"[-218.347653, 82.96811650000001]",-72.942063,"[-0.17036127810792992, 0.06466708602032029]",-0.0569320560990294,20,8,"[-0.7333333333333333, 0.2]",-0.3047619047619048,"[517.813822, 21.640915, 217.489388, 278.851133, -117.988457, 351.696039, -152.073081, -838.443341, 118.161535, -130.589389, 92.878322, -483.911385, -47.207928, -383.384056, -284.622225, -999.841979, -399.581477, -32.603874, 73.057911, -98.676198]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.24548721313476562
reference-itemwise,"{'median_reduction': 3550403987546249469, 'median_difference': 16813317388524733118, 'rank_biserial': 1127489985982007700}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,1024,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,42.651022334884544,"[94880.7671885, 95859.070324]",95380.67099000001,"[42.52480392431089, 42.80965810401476]",42.66439246551563,20,8,"[1.0, 1.0]",1.0,"[94391.748793, 95839.591744, 96256.718079, 95872.132462, 94356.214529, 94961.318697, 95015.710633, 94870.712733, 94890.821644, 95846.008186, 96534.645146, 96970.621777, 94744.999658, 94755.862814, 95357.29786, 93288.930978, 95627.010647, 95404.04412, 96489.070922, 95925.811188]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 8463510936527695635, 'median_difference': 12486019776157241473, 'rank_biserial': 12840872131382518892}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,1024,stage-wall,sg_load,2.288818359375e-05,high-load:H1-aggregate-within-shared,12,,15,1.320124454923965,"[1488.951211, 1787.964796]",1635.6066019999998,"[1.164149797428382, 1.3927341002401974]",1.27488016231485,20,8,"[1.0, 1.0]",1.0,"[1371.047583, 1504.851864, 1747.18046, 1976.082056, 1280.277505, 1577.873541, 1741.61483, 2308.919435, 1473.050558, 2070.182374, 1598.82262, 1828.749132, 1672.390584, 1545.081852, 2143.907584, 2495.382088, 1432.954264, 1688.012755, 1418.996842, 991.164749]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 5653616270439925672, 'median_difference': 5684838264183334448, 'rank_biserial': 17406258086890395731}",preswap-sg-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,1024,stage-wall,sg_load,0.00011444091796875,high-load:exploratory,60,,15,1.198975505654971,"[1231.9222095, 1781.1732889999998]",1622.6731105,"[0.9625469661477637, 1.3900663210564033]",1.2674316690806315,20,8,"[1.0, 1.0]",1.0,"[1977.341347, 1640.566742, 1922.257331, 2198.477665, 1265.504492, 2163.461833, 1187.108128, 928.02371, 1621.008424, 1624.337797, 1642.563545, 1115.081764, 1605.999345, 729.253871, 1444.732245, 1198.339927, 958.72136, 1957.725982, 1705.880649, 1856.465929]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-batch-verification,"{'median_reduction': 17184710017816965142, 'median_difference': 7190089080292372107, 'rank_biserial': 18271763826654525578}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,1024,stage-wall,sg_load,1.0,high-load:H2-envelope-beyond-phase-coalescing,12,,15,0.03236961705138478,"[-95.84769299999999, 263.47808249999997]",45.774957,"[-0.07557166081878462, 0.20796494691299428]",0.036144650838660794,20,8,"[-0.29523809523809524, 0.6761904761904762]",0.21904761904761905,"[-88.479942, -114.073963, 42.412517, 56.455524, -103.215444, -233.892253, 402.433621, 542.452384, -29.796331, 315.255188, 49.137397, 229.755983, 19.183311, 432.443925, 414.553114, 297.200182, 74.651427, -302.317101, -213.825896, -963.977378]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.40909767150878906
additive_session_and_verification_main_effects,"{'median_reduction': 8432301641519072341, 'median_difference': 16414831751682399454, 'rank_biserial': 49930913139463514}",preswap-sg-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,1024,stage-wall-interaction,sg_load,1.0,high-load:exploratory,60,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,0.12278333605634091,"[-198.73624, 514.369803]",-14.483956,"[-0.15447194127612596, 0.402356149736784]",-0.011278324417546736,20,8,"[-0.3523809523809524, 0.638095238095238]",0.18095238095238095,"[-606.293764, -135.714878, -175.076871, -222.395609, 14.773013, -585.588292, 554.506702, 1380.895725, -147.957866, 445.844577, -43.740925, 713.667368, 66.391239, 815.827981, 699.175339, 1297.042161, 474.232904, -269.713227, -286.883807, -865.30118]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.49800872802734375
reference-itemwise,"{'median_reduction': 15189274970764981630, 'median_difference': 7521634210983094438, 'rank_biserial': 16854201038130245535}",preswap-sg-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,1,critical-pair-wall,sg_load,1.0,load-anchor:descriptive,0,,31,20.264061341616216,"[430.67373050000003, 489.7743415]",442.601894,"[18.754907594577382, 21.754960582337446]",19.821148179821492,20,16,"[1.0, 1.0]",1.0,"[362.729827, 492.891726, 730.899213, 293.619135, 644.975587, 430.945768, 437.610088, 430.401693, 486.656957, 439.572289, 483.183923, 485.779859, 704.244986, 305.311376, 440.924009, 444.279779, 315.120237, 509.770913, 422.609402, 555.20671]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 15752177422307672681, 'median_difference': 8290259073134338680, 'rank_biserial': 11945950738949579547}",preswap-sg-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,1,critical-pair-wall,sg_load,1.0,load-anchor:descriptive,0,,31,20.193468114039028,"[414.123738, 532.6267035]",430.10068,"[18.293603397362062, 22.808305176606645]",19.152710779246114,20,16,"[1.0, 1.0]",1.0,"[336.865688, 316.4275, 701.729238, 425.310474, 557.832963, 534.787524, 411.832298, 422.875311, 530.465883, 454.129401, 416.415178, 423.027065, 743.732809, 326.624428, 528.85608, 330.474144, 396.254543, 535.831928, 434.890886, 560.051859]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 1713292622111593962, 'median_difference': 17555167385034593105, 'rank_biserial': 6052955264114519175}",preswap-sg-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,1,critical-pair-wall,sg_load,1.0,load-anchor:descriptive,0,,31,-0.2961138777019033,"[-18.653089, 29.1043635]",-5.4284775,"[-1.0167615751027606, 1.5947724081991173]",-0.2928427544689465,20,16,"[-0.4857142857142857, 0.5142857142857142]",0.009523809523809525,"[19.082929, 77.27175, -3.523513, -14.743291, 52.665593, -14.048009, -7.333442, 4.224222, -16.993733, 39.125798, -20.312445, -57.538335, 17.688692, 64.372688, -124.461612, -58.175203, -25.590343, -160.724198, 68.890183, 72.730606]",sg_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9854354858398438
